age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,balance_group,age_group,day_group,pdays_group,duration_group,campaign_group,duration_age,duration_campaign_ratio,duration_ratio
55,management,divorced,tertiary,no,481,yes,no,telephone,8,may,147,2,298,3,failure,no,0 to 1k,50-59,Day 6-10,6-12 months,120-239s,2,2.672727272727273,49.0,0.5568998356753024
36,services,single,secondary,no,760,no,no,unknown,20,jun,9,13,-1,0,unknown,no,0 to 1k,30-39,Day 16-20,Never contacted,0-119s,10+,0.25,0.6428571428571429,0.034095908306651164
32,admin.,married,secondary,no,1031,yes,no,cellular,17,jul,84,1,-1,0,unknown,no,1k to 10k,30-39,Day 16-20,Never contacted,0-119s,1,2.625,42.0,0.3182284775287442
34,technician,single,secondary,no,2729,yes,no,cellular,6,apr,945,1,139,1,success,no,1k to 10k,30-39,Day 6-10,3-6 months,840-959s,1,27.794117647058822,472.5,3.5800703721983727
55,services,married,primary,no,1210,yes,no,unknown,30,may,868,1,-1,0,unknown,no,1k to 10k,50-59,Day 26-31,Never contacted,840-959s,1,15.781818181818181,434.0,3.2883609344636904
33,technician,single,tertiary,no,137,no,no,cellular,25,aug,88,4,-1,0,unknown,no,0 to 1k,30-39,Day 21-25,Never contacted,0-119s,4-5,2.6666666666666665,17.6,0.33338221455392253
25,admin.,single,tertiary,no,220,no,no,cellular,26,may,68,1,-1,0,unknown,no,0 to 1k,20-29,Day 26-31,Never contacted,0-119s,1,2.72,34.0,0.25761352942803106
42,management,married,tertiary,no,9009,no,no,cellular,20,nov,135,2,-1,0,unknown,no,1k to 10k,40-49,Day 16-20,Never contacted,120-239s,2,3.2142857142857144,45.0,0.5114386245997675
35,management,married,tertiary,no,317,yes,no,unknown,23,may,162,3,-1,0,unknown,no,0 to 1k,30-39,Day 21-25,Never contacted,120-239s,3,4.628571428571429,40.5,0.613726349519721
35,services,married,secondary,no,819,yes,no,telephone,14,jul,102,14,-1,0,unknown,no,0 to 1k,30-39,Day 11-15,Never contacted,0-119s,10+,2.914285714285714,6.8,0.38642029414204654
36,blue-collar,single,secondary,no,168,yes,no,telephone,12,may,52,1,-1,0,unknown,no,0 to 1k,30-39,Day 11-15,Never contacted,0-119s,1,1.4444444444444444,26.0,0.19699858132731785
42,management,single,tertiary,no,10907,no,no,cellular,4,may,74,3,-1,0,unknown,no,10k to 50k,40-49,Day 1-5,Never contacted,0-119s,3,1.7619047619047619,18.5,0.28034413496579846
43,admin.,married,secondary,no,-465,yes,yes,cellular,23,jul,166,1,-1,0,unknown,no,-1k to 0,40-49,Day 21-25,Never contacted,120-239s,1,3.86046511627907,83.0,0.6288800865448994
60,housemaid,married,primary,no,517,no,no,unknown,12,jun,1178,3,-1,0,unknown,no,0 to 1k,60-69,Day 11-15,Never contacted,1080-1199s,3,19.633333333333333,294.5,4.462775553915009
56,management,divorced,tertiary,no,442,no,no,unknown,28,may,77,3,-1,0,unknown,no,0 to 1k,50-59,Day 26-31,Never contacted,0-119s,3,1.375,19.25,0.2917094377346822
38,admin.,divorced,secondary,no,156,yes,no,unknown,17,jun,544,3,-1,0,unknown,no,0 to 1k,30-39,Day 16-20,Never contacted,480-599s,3,14.31578947368421,136.0,2.0609082354242485
27,student,single,tertiary,no,-148,yes,no,cellular,11,sep,146,3,224,1,other,no,-1k to 0,20-29,Day 11-15,6-12 months,120-239s,3,5.407407407407407,36.5,0.5531114014190078
44,admin.,married,secondary,no,5181,yes,yes,cellular,31,jul,18,7,-1,0,unknown,no,1k to 10k,40-49,Day 26-31,Never contacted,0-119s,6-7,0.4090909090909091,2.25,0.06819181661330233
50,management,married,tertiary,no,-470,yes,no,cellular,8,may,506,2,170,3,failure,no,-1k to 0,50-59,Day 6-10,3-6 months,480-599s,2,10.12,168.66666666666666,1.9169477336850544
28,blue-collar,single,secondary,no,-46,yes,no,cellular,1,sep,199,1,92,14,success,yes,-1k to 0,20-29,Day 1-5,3-6 months,120-239s,1,7.107142857142857,99.5,0.7538984170026203
28,admin.,single,secondary,no,4745,no,no,telephone,12,may,360,1,181,5,success,yes,1k to 10k,20-29,Day 11-15,6-12 months,360-479s,1,12.857142857142858,180.0,1.3638363322660467
32,blue-collar,married,primary,no,415,yes,no,unknown,2,jun,777,4,-1,0,unknown,yes,0 to 1k,30-39,Day 1-5,Never contacted,720-839s,4-5,24.28125,155.4,2.943613417140884
37,admin.,married,secondary,no,176,yes,no,cellular,5,may,147,2,347,1,failure,no,0 to 1k,30-39,Day 1-5,6-12 months,120-239s,2,3.972972972972973,49.0,0.5568998356753024
28,self-employed,single,tertiary,no,4579,no,no,cellular,12,jan,409,2,-1,0,unknown,yes,1k to 10k,20-29,Day 11-15,Never contacted,360-479s,2,14.607142857142858,136.33333333333334,1.5494696108244808
27,student,single,secondary,no,671,yes,no,unknown,7,may,332,2,-1,0,unknown,no,0 to 1k,20-29,Day 6-10,Never contacted,240-359s,2,12.296296296296296,110.66666666666667,1.2577601730897987
32,management,single,tertiary,no,11797,yes,no,cellular,11,aug,95,2,-1,0,unknown,no,10k to 50k,30-39,Day 11-15,Never contacted,0-119s,2,2.96875,31.666666666666668,0.35990125434798453
57,management,married,tertiary,no,1341,yes,no,unknown,8,may,339,2,-1,0,unknown,no,1k to 10k,50-59,Day 6-10,Never contacted,240-359s,2,5.947368421052632,113.0,1.2842792128838607
37,entrepreneur,married,secondary,no,1699,no,no,unknown,9,jun,63,1,-1,0,unknown,no,1k to 10k,30-39,Day 6-10,Never contacted,0-119s,1,1.7027027027027026,31.5,0.23867135814655818
27,blue-collar,divorced,secondary,no,1,yes,no,cellular,14,jul,116,3,-1,0,unknown,no,0 to 1k,20-29,Day 11-15,Never contacted,0-119s,3,4.296296296296297,29.0,0.4394583737301706
30,technician,married,secondary,no,371,no,no,cellular,7,aug,124,2,-1,0,unknown,no,0 to 1k,30-39,Day 6-10,Never contacted,120-239s,2,4.133333333333334,41.333333333333336,0.4697658477805272
35,admin.,married,secondary,no,786,no,yes,cellular,25,jul,322,1,-1,0,unknown,no,0 to 1k,30-39,Day 21-25,Never contacted,240-359s,1,9.2,161.0,1.219875830526853
48,blue-collar,married,secondary,no,865,yes,no,cellular,13,may,78,2,-1,0,unknown,no,0 to 1k,40-49,Day 11-15,Never contacted,0-119s,2,1.625,26.0,0.29549787199097677
37,admin.,married,tertiary,no,0,yes,no,cellular,17,nov,65,2,119,1,failure,no,-1k to 0,30-39,Day 16-20,3-6 months,0-119s,2,1.7567567567567568,21.666666666666668,0.2462482266591473
37,management,married,tertiary,no,5106,no,no,cellular,30,apr,244,1,-1,0,unknown,yes,1k to 10k,30-39,Day 26-31,Never contacted,240-359s,1,6.594594594594595,122.0,0.9243779585358761
51,technician,married,tertiary,no,-3,no,no,cellular,25,aug,91,9,-1,0,unknown,no,-1k to 0,50-59,Day 21-25,Never contacted,0-119s,8-10,1.7843137254901962,9.1,0.34474751732280623
58,technician,married,primary,no,4015,no,no,unknown,20,jun,106,3,-1,0,unknown,no,1k to 10k,50-59,Day 16-20,Never contacted,0-119s,3,1.8275862068965518,26.5,0.40157403116722484
34,blue-collar,divorced,secondary,no,-566,yes,no,unknown,26,may,248,2,-1,0,unknown,no,-1k to 0,30-39,Day 26-31,Never contacted,240-359s,2,7.294117647058823,82.66666666666667,0.9395316955610544
28,technician,single,tertiary,no,172,yes,yes,cellular,2,feb,194,2,-1,0,unknown,no,0 to 1k,20-29,Day 1-5,Never contacted,120-239s,2,6.928571428571429,64.66666666666667,0.7349562457211474
31,technician,married,tertiary,no,636,yes,no,cellular,4,may,352,4,-1,0,unknown,yes,0 to 1k,30-39,Day 1-5,Never contacted,240-359s,4-5,11.35483870967742,70.4,1.3335288582156901
33,management,married,secondary,no,11,yes,no,cellular,4,may,104,3,-1,0,unknown,no,0 to 1k,30-39,Day 1-5,Never contacted,0-119s,3,3.1515151515151514,26.0,0.3939971626546357
30,services,married,secondary,no,0,yes,no,unknown,9,may,20,1,-1,0,unknown,no,-1k to 0,30-39,Day 6-10,Never contacted,0-119s,1,0.6666666666666666,10.0,0.07576868512589148
33,services,married,secondary,no,210,yes,yes,unknown,20,may,201,1,-1,0,unknown,no,0 to 1k,30-39,Day 16-20,Never contacted,120-239s,1,6.090909090909091,100.5,0.7614752855152094
32,services,single,secondary,no,0,no,yes,cellular,11,jul,333,2,-1,0,unknown,no,-1k to 0,30-39,Day 11-15,Never contacted,240-359s,2,10.40625,111.0,1.261548607346093
34,services,married,secondary,no,1076,no,no,cellular,12,may,152,1,182,6,success,yes,1k to 10k,30-39,Day 11-15,6-12 months,120-239s,1,4.470588235294118,76.0,0.5758420069567752
32,blue-collar,single,secondary,no,33,yes,no,cellular,18,may,125,1,368,4,failure,no,0 to 1k,30-39,Day 16-20,1-2 years,120-239s,1,3.90625,62.5,0.47355428203682176
33,blue-collar,married,secondary,no,331,yes,no,cellular,14,may,178,7,365,5,other,no,0 to 1k,30-39,Day 11-15,6-12 months,120-239s,6-7,5.393939393939394,22.25,0.6743412976204342
26,technician,single,secondary,no,1275,yes,no,unknown,20,jun,18,9,-1,0,unknown,no,1k to 10k,20-29,Day 16-20,Never contacted,0-119s,8-10,0.6923076923076923,1.8,0.06819181661330233
34,admin.,single,secondary,no,6979,yes,no,cellular,15,may,14,5,-1,0,unknown,no,1k to 10k,30-39,Day 11-15,Never contacted,0-119s,4-5,0.4117647058823529,2.3333333333333335,0.05303807958812404
38,management,married,tertiary,no,126,yes,no,unknown,21,may,164,2,-1,0,unknown,no,0 to 1k,30-39,Day 21-25,Never contacted,120-239s,2,4.315789473684211,54.666666666666664,0.6213032180323101
43,entrepreneur,married,secondary,no,104,yes,no,cellular,18,jul,635,3,-1,0,unknown,yes,0 to 1k,40-49,Day 16-20,Never contacted,600-719s,3,14.767441860465116,158.75,2.4056557527470543
36,blue-collar,married,secondary,no,1554,yes,no,unknown,12,may,325,4,-1,0,unknown,no,1k to 10k,30-39,Day 11-15,Never contacted,240-359s,4-5,9.027777777777779,65.0,1.2312411332957365
50,blue-collar,married,secondary,no,579,no,no,cellular,26,aug,83,4,-1,0,unknown,no,0 to 1k,50-59,Day 26-31,Never contacted,0-119s,4-5,1.66,16.6,0.3144400432724497
40,admin.,divorced,secondary,no,6,no,no,unknown,11,jun,140,1,-1,0,unknown,no,0 to 1k,40-49,Day 11-15,Never contacted,120-239s,1,3.5,70.0,0.5303807958812404
32,self-employed,married,secondary,no,-33,yes,no,unknown,28,may,234,3,-1,0,unknown,no,-1k to 0,30-39,Day 26-31,Never contacted,120-239s,3,7.3125,58.5,0.8864936159729303
46,blue-collar,married,primary,no,174,no,yes,cellular,15,jul,90,1,-1,0,unknown,no,0 to 1k,40-49,Day 11-15,Never contacted,0-119s,1,1.9565217391304348,45.0,0.3409590830665117
32,services,married,secondary,no,132,yes,yes,unknown,19,may,343,2,-1,0,unknown,no,0 to 1k,30-39,Day 16-20,Never contacted,240-359s,2,10.71875,114.33333333333333,1.299432949909039
60,technician,single,tertiary,no,2934,no,no,cellular,8,aug,233,2,-1,0,unknown,no,1k to 10k,60-69,Day 6-10,Never contacted,120-239s,2,3.8833333333333333,77.66666666666667,0.8827051817166358
34,services,married,secondary,no,-62,yes,no,unknown,16,jun,109,3,-1,0,unknown,no,-1k to 0,30-39,Day 16-20,Never contacted,0-119s,3,3.2058823529411766,27.25,0.4129393339361086
37,technician,married,secondary,no,430,no,no,cellular,27,aug,154,4,-1,0,unknown,no,0 to 1k,30-39,Day 26-31,Never contacted,120-239s,4-5,4.162162162162162,30.8,0.5834188754693644
32,management,married,tertiary,no,3107,yes,yes,cellular,25,jul,310,1,-1,0,unknown,no,1k to 10k,30-39,Day 21-25,Never contacted,240-359s,1,9.6875,155.0,1.1744146194513179
34,management,single,tertiary,no,5086,no,no,cellular,25,may,213,4,-1,0,unknown,yes,1k to 10k,30-39,Day 21-25,Never contacted,120-239s,4-5,6.264705882352941,42.6,0.8069364965907443
47,management,married,tertiary,no,6637,yes,no,cellular,17,apr,174,2,-1,0,unknown,no,1k to 10k,40-49,Day 16-20,Never contacted,120-239s,2,3.702127659574468,58.0,0.6591875605952559
34,self-employed,married,tertiary,no,1972,yes,no,cellular,23,jul,61,2,-1,0,unknown,no,1k to 10k,30-39,Day 21-25,Never contacted,0-119s,2,1.7941176470588236,20.333333333333332,0.23109448963396903
33,admin.,married,secondary,no,-6,yes,no,unknown,7,may,566,2,-1,0,unknown,no,-1k to 0,30-39,Day 6-10,Never contacted,480-599s,2,17.151515151515152,188.66666666666666,2.144253789062729
40,services,married,secondary,no,1438,yes,no,cellular,6,may,207,1,351,2,failure,no,1k to 10k,40-49,Day 6-10,6-12 months,120-239s,1,5.175,103.5,0.7842058910529769
42,admin.,married,secondary,no,529,yes,yes,cellular,19,nov,193,3,-1,0,unknown,no,0 to 1k,40-49,Day 16-20,Never contacted,120-239s,3,4.595238095238095,48.25,0.7311678114648528
31,management,married,tertiary,no,271,no,no,cellular,18,nov,89,1,-1,0,unknown,no,0 to 1k,30-39,Day 16-20,Never contacted,0-119s,1,2.870967741935484,44.5,0.3371706488102171
34,admin.,married,tertiary,no,899,yes,no,telephone,19,nov,377,3,7,4,success,no,0 to 1k,30-39,Day 16-20,0-30 days,360-479s,3,11.088235294117647,94.25,1.4282397146230545
71,technician,married,tertiary,no,383,no,no,cellular,27,oct,327,2,183,3,success,no,0 to 1k,70-79,Day 26-31,6-12 months,240-359s,2,4.605633802816901,109.0,1.2388180018083257
39,blue-collar,married,secondary,no,1367,no,no,unknown,12,jun,43,1,-1,0,unknown,no,1k to 10k,30-39,Day 11-15,Never contacted,0-119s,1,1.1025641025641026,21.5,0.1629026730206667
41,management,married,tertiary,no,4824,no,yes,cellular,18,jul,168,7,-1,0,unknown,no,1k to 10k,40-49,Day 16-20,Never contacted,120-239s,6-7,4.097560975609756,21.0,0.6364569550574884
52,technician,married,tertiary,no,0,no,no,cellular,9,aug,145,3,94,4,success,no,-1k to 0,50-59,Day 6-10,3-6 months,120-239s,3,2.7884615384615383,36.25,0.5493229671627132
37,services,single,secondary,no,21,yes,no,cellular,2,feb,96,1,271,2,other,no,0 to 1k,30-39,Day 1-5,6-12 months,0-119s,1,2.5945945945945947,48.0,0.36368968860427914
27,technician,married,secondary,no,130,yes,no,cellular,7,may,265,3,-1,0,unknown,no,0 to 1k,20-29,Day 6-10,Never contacted,240-359s,3,9.814814814814815,66.25,1.0039350779180622
51,blue-collar,married,primary,no,-11,no,no,telephone,16,jul,126,4,-1,0,unknown,no,-1k to 0,50-59,Day 16-20,Never contacted,120-239s,4-5,2.4705882352941178,25.2,0.47734271629311636
63,retired,married,secondary,no,474,no,no,cellular,25,jan,423,1,-1,0,unknown,yes,0 to 1k,60-69,Day 21-25,Never contacted,360-479s,1,6.714285714285714,211.5,1.6025076904126048
36,services,married,secondary,no,472,yes,no,unknown,19,jun,1017,1,-1,0,unknown,no,0 to 1k,30-39,Day 16-20,Never contacted,960-1079s,1,28.25,508.5,3.852837638651582
36,technician,married,secondary,no,23,yes,no,cellular,8,may,152,2,347,1,failure,no,0 to 1k,30-39,Day 6-10,6-12 months,120-239s,2,4.222222222222222,50.666666666666664,0.5758420069567752
38,blue-collar,married,primary,no,2569,no,no,unknown,9,jun,172,1,-1,0,unknown,no,1k to 10k,30-39,Day 6-10,Never contacted,120-239s,1,4.526315789473684,86.0,0.6516106920826668
46,admin.,single,secondary,no,1693,yes,no,cellular,25,jan,137,1,97,1,success,no,1k to 10k,40-49,Day 21-25,3-6 months,120-239s,1,2.9782608695652173,68.5,0.5190154931123566
38,admin.,divorced,tertiary,no,86,yes,no,unknown,6,may,218,1,-1,0,unknown,no,0 to 1k,30-39,Day 6-10,Never contacted,120-239s,1,5.7368421052631575,109.0,0.8258786678722172
43,blue-collar,married,primary,no,487,yes,no,unknown,7,may,548,2,-1,0,unknown,no,0 to 1k,40-49,Day 6-10,Never contacted,480-599s,2,12.744186046511627,182.66666666666666,2.0760619724494265
56,retired,married,secondary,no,-1206,yes,no,cellular,15,jun,382,2,-1,0,unknown,yes,-10k to -1k,50-59,Day 11-15,Never contacted,360-479s,2,6.821428571428571,127.33333333333333,1.4471818859045273
34,technician,single,secondary,no,201,no,no,cellular,22,jul,257,2,-1,0,unknown,no,0 to 1k,30-39,Day 21-25,Never contacted,240-359s,2,7.5588235294117645,85.66666666666667,0.9736276038677055
43,blue-collar,married,primary,no,778,yes,yes,unknown,15,may,284,5,-1,0,unknown,no,0 to 1k,40-49,Day 11-15,Never contacted,240-359s,4-5,6.604651162790698,47.333333333333336,1.075915328787659
54,blue-collar,married,primary,no,2281,yes,no,unknown,20,jun,158,1,-1,0,unknown,no,1k to 10k,50-59,Day 16-20,Never contacted,120-239s,1,2.925925925925926,79.0,0.5985726124945427
30,technician,single,tertiary,no,699,yes,no,cellular,11,aug,213,4,-1,0,unknown,no,0 to 1k,30-39,Day 11-15,Never contacted,120-239s,4-5,7.1,42.6,0.8069364965907443
49,blue-collar,married,primary,no,0,yes,yes,telephone,23,jul,97,6,-1,0,unknown,no,-1k to 0,40-49,Day 21-25,Never contacted,0-119s,6-7,1.9795918367346939,13.857142857142858,0.3674781228605737
54,retired,divorced,tertiary,no,0,no,no,unknown,13,may,618,1,-1,0,unknown,yes,-1k to 0,50-59,Day 11-15,Never contacted,600-719s,1,11.444444444444445,309.0,2.341252370390047
36,technician,married,tertiary,no,837,no,no,cellular,28,aug,68,6,-1,0,unknown,no,0 to 1k,30-39,Day 26-31,Never contacted,0-119s,6-7,1.8888888888888888,9.714285714285714,0.25761352942803106
39,services,married,secondary,no,186,yes,no,cellular,17,apr,433,1,-1,0,unknown,no,0 to 1k,30-39,Day 16-20,Never contacted,360-479s,1,11.102564102564102,216.5,1.6403920329755506
32,blue-collar,married,secondary,no,150,no,no,cellular,5,feb,210,1,-1,0,unknown,no,0 to 1k,30-39,Day 1-5,Never contacted,120-239s,1,6.5625,105.0,0.7955711938218606
33,self-employed,married,secondary,no,215,yes,no,cellular,29,jul,543,12,-1,0,unknown,no,0 to 1k,30-39,Day 26-31,Never contacted,480-599s,10+,16.454545454545453,41.76923076923077,2.057119801167954
30,blue-collar,married,secondary,no,6,yes,no,cellular,28,jan,241,3,-1,0,unknown,no,0 to 1k,30-39,Day 26-31,Never contacted,240-359s,3,8.033333333333333,60.25,0.9130126557669923
48,management,married,tertiary,no,363,no,no,cellular,18,nov,67,1,-1,0,unknown,no,0 to 1k,40-49,Day 16-20,Never contacted,0-119s,1,1.3958333333333333,33.5,0.25382509517173646
46,blue-collar,married,secondary,no,137,no,no,unknown,20,jun,252,3,-1,0,unknown,no,0 to 1k,40-49,Day 16-20,Never contacted,240-359s,3,5.478260869565218,63.0,0.9546854325862327
31,management,single,tertiary,no,1130,yes,no,cellular,17,apr,224,3,74,4,failure,no,1k to 10k,30-39,Day 16-20,1-3 months,120-239s,3,7.225806451612903,56.0,0.8486092734099846
30,management,single,tertiary,no,1372,no,no,cellular,20,nov,240,2,-1,0,unknown,no,1k to 10k,30-39,Day 16-20,Never contacted,240-359s,2,8.0,80.0,0.9092242215106978
35,entrepreneur,single,secondary,no,475,no,yes,cellular,21,jul,936,4,-1,0,unknown,no,0 to 1k,30-39,Day 21-25,Never contacted,840-959s,4-5,26.742857142857144,187.2,3.545974463891721
26,admin.,single,secondary,no,236,yes,yes,cellular,18,may,8,2,-1,0,unknown,no,0 to 1k,20-29,Day 16-20,Never contacted,0-119s,2,0.3076923076923077,2.6666666666666665,0.03030747405035659
37,technician,married,tertiary,no,6968,no,no,cellular,1,jun,175,1,-1,0,unknown,no,1k to 10k,30-39,Day 1-5,Never contacted,120-239s,1,4.72972972972973,87.5,0.6629759948515505
29,management,single,secondary,no,584,yes,no,unknown,16,jun,541,19,-1,0,unknown,no,0 to 1k,20-29,Day 16-20,Never contacted,480-599s,10+,18.655172413793103,27.05,2.0495429326553647
36,services,married,secondary,no,1981,no,no,unknown,17,jun,48,2,-1,0,unknown,no,1k to 10k,30-39,Day 16-20,Never contacted,0-119s,2,1.3333333333333333,16.0,0.18184484430213957
33,blue-collar,single,secondary,no,706,yes,no,cellular,7,apr,329,1,322,1,failure,no,0 to 1k,30-39,Day 6-10,6-12 months,240-359s,1,9.969696969696969,164.5,1.246394870320915
39,admin.,single,tertiary,no,0,yes,no,cellular,11,may,62,1,-1,0,unknown,no,-1k to 0,30-39,Day 11-15,Never contacted,0-119s,1,1.5897435897435896,31.0,0.2348829238902636
76,retired,divorced,primary,no,86,no,no,cellular,12,aug,192,1,-1,0,unknown,no,0 to 1k,70-79,Day 11-15,Never contacted,120-239s,1,2.526315789473684,96.0,0.7273793772085583
48,services,divorced,secondary,no,3186,no,yes,cellular,9,apr,104,1,-1,0,unknown,no,1k to 10k,40-49,Day 6-10,Never contacted,0-119s,1,2.1666666666666665,52.0,0.3939971626546357
23,student,single,secondary,no,9216,no,no,cellular,5,jun,471,2,-1,0,unknown,no,1k to 10k,20-29,Day 1-5,Never contacted,360-479s,2,20.47826086956522,157.0,1.7843525347147444
36,management,married,secondary,no,1825,yes,no,cellular,14,may,24,1,346,1,failure,no,1k to 10k,30-39,Day 11-15,6-12 months,0-119s,1,0.6666666666666666,12.0,0.09092242215106978
47,management,married,tertiary,no,-50,no,yes,cellular,7,jul,175,1,-1,0,unknown,no,-1k to 0,40-49,Day 6-10,Never contacted,120-239s,1,3.723404255319149,87.5,0.6629759948515505
28,management,single,secondary,no,81,no,yes,cellular,8,jul,158,1,-1,0,unknown,no,0 to 1k,20-29,Day 6-10,Never contacted,120-239s,1,5.642857142857143,79.0,0.5985726124945427
32,services,single,secondary,no,133,no,no,cellular,15,apr,171,1,-1,0,unknown,yes,0 to 1k,30-39,Day 11-15,Never contacted,120-239s,1,5.34375,85.5,0.6478222578263721
57,retired,divorced,secondary,no,39,yes,no,cellular,30,jul,354,3,-1,0,unknown,no,0 to 1k,50-59,Day 26-31,Never contacted,240-359s,3,6.2105263157894735,88.5,1.3411057267282793
59,self-employed,married,tertiary,no,185,no,no,cellular,22,jun,177,5,138,1,failure,no,0 to 1k,50-59,Day 21-25,3-6 months,120-239s,4-5,3.0,29.5,0.6705528633641397
23,entrepreneur,single,primary,no,4,yes,no,unknown,13,may,395,2,-1,0,unknown,yes,0 to 1k,20-29,Day 11-15,Never contacted,360-479s,2,17.17391304347826,131.66666666666666,1.4964315312363567
33,services,married,primary,no,6904,no,no,telephone,20,nov,114,2,-1,0,unknown,no,1k to 10k,30-39,Day 16-20,Never contacted,0-119s,2,3.4545454545454546,38.0,0.43188150521758145
30,housemaid,single,tertiary,no,868,no,no,cellular,7,aug,387,2,-1,0,unknown,no,0 to 1k,30-39,Day 6-10,Never contacted,360-479s,2,12.9,129.0,1.4661240571860001
27,blue-collar,single,secondary,no,5563,yes,no,unknown,30,may,435,2,-1,0,unknown,no,1k to 10k,20-29,Day 26-31,Never contacted,360-479s,2,16.11111111111111,145.0,1.6479689014881398
72,blue-collar,married,primary,no,4415,no,no,telephone,13,oct,120,1,-1,0,unknown,no,1k to 10k,70-79,Day 11-15,Never contacted,120-239s,1,1.6666666666666667,60.0,0.4546121107553489
54,management,divorced,tertiary,no,26306,yes,no,cellular,11,feb,27,1,84,3,failure,no,10k to 50k,50-59,Day 11-15,1-3 months,0-119s,1,0.5,13.5,0.1022877249199535
46,self-employed,married,tertiary,no,137,yes,yes,unknown,5,may,246,1,-1,0,unknown,no,0 to 1k,40-49,Day 1-5,Never contacted,240-359s,1,5.3478260869565215,123.0,0.9319548270484652
48,blue-collar,married,secondary,no,480,yes,no,cellular,15,may,830,1,352,2,failure,yes,0 to 1k,40-49,Day 11-15,6-12 months,720-839s,1,17.291666666666668,415.0,3.1444004327244963
38,services,married,secondary,no,1,no,yes,cellular,21,nov,152,2,-1,0,unknown,no,0 to 1k,30-39,Day 21-25,Never contacted,120-239s,2,4.0,50.666666666666664,0.5758420069567752
64,management,married,tertiary,no,679,no,no,telephone,22,apr,135,3,-1,0,unknown,no,0 to 1k,60-69,Day 21-25,Never contacted,120-239s,3,2.109375,33.75,0.5114386245997675
38,admin.,married,secondary,no,46,yes,yes,unknown,6,may,195,1,-1,0,unknown,no,0 to 1k,30-39,Day 6-10,Never contacted,120-239s,1,5.131578947368421,97.5,0.738744679977442
30,student,single,secondary,no,25,no,no,telephone,30,apr,44,1,-1,0,unknown,no,0 to 1k,30-39,Day 26-31,Never contacted,0-119s,1,1.4666666666666666,22.0,0.16669110727696126
51,blue-collar,married,primary,no,1883,yes,no,unknown,5,may,57,1,-1,0,unknown,no,1k to 10k,50-59,Day 1-5,Never contacted,0-119s,1,1.1176470588235294,28.5,0.21594075260879073
42,technician,married,tertiary,no,782,no,no,cellular,3,apr,285,1,-1,0,unknown,no,0 to 1k,40-49,Day 1-5,Never contacted,240-359s,1,6.785714285714286,142.5,1.0797037630439537
53,technician,divorced,secondary,no,320,no,no,cellular,9,jul,175,1,-1,0,unknown,no,0 to 1k,50-59,Day 6-10,Never contacted,120-239s,1,3.30188679245283,87.5,0.6629759948515505
33,technician,married,secondary,no,575,no,yes,cellular,4,feb,254,2,-1,0,unknown,no,0 to 1k,30-39,Day 1-5,Never contacted,240-359s,2,7.696969696969697,84.66666666666667,0.9622623010988218
60,management,married,tertiary,no,759,no,no,cellular,14,aug,136,2,-1,0,unknown,no,0 to 1k,60-69,Day 11-15,Never contacted,120-239s,2,2.2666666666666666,45.333333333333336,0.5152270588560621
34,management,married,tertiary,no,606,no,no,cellular,20,apr,97,1,-1,0,unknown,yes,0 to 1k,30-39,Day 16-20,Never contacted,0-119s,1,2.8529411764705883,48.5,0.3674781228605737
75,retired,married,secondary,no,3771,no,no,telephone,15,apr,185,1,181,2,success,yes,1k to 10k,70-79,Day 11-15,6-12 months,120-239s,1,2.466666666666667,92.5,0.7008603374144962
35,management,single,tertiary,no,2988,yes,no,cellular,25,may,179,1,-1,0,unknown,no,1k to 10k,30-39,Day 21-25,Never contacted,120-239s,1,5.114285714285714,89.5,0.6781297318767288
35,admin.,divorced,secondary,no,148,no,yes,cellular,8,jul,199,1,-1,0,unknown,no,0 to 1k,30-39,Day 6-10,Never contacted,120-239s,1,5.685714285714286,99.5,0.7538984170026203
56,housemaid,married,tertiary,no,1922,yes,no,cellular,24,jul,247,2,-1,0,unknown,no,1k to 10k,50-59,Day 21-25,Never contacted,240-359s,2,4.410714285714286,82.33333333333333,0.9357432613047598
35,blue-collar,married,secondary,no,603,yes,no,cellular,17,apr,474,2,-1,0,unknown,no,0 to 1k,30-39,Day 16-20,Never contacted,360-479s,2,13.542857142857143,158.0,1.7957178374836282
34,technician,single,tertiary,no,992,yes,no,cellular,4,may,301,1,88,2,success,no,0 to 1k,30-39,Day 1-5,1-3 months,240-359s,1,8.852941176470589,150.5,1.1403187111446669
58,self-employed,married,secondary,no,1407,yes,no,unknown,30,may,58,1,-1,0,unknown,no,1k to 10k,50-59,Day 26-31,Never contacted,0-119s,1,1.0,29.0,0.2197291868650853
52,services,married,secondary,no,431,no,no,cellular,26,aug,73,17,-1,0,unknown,no,0 to 1k,50-59,Day 26-31,Never contacted,0-119s,10+,1.4038461538461537,4.055555555555555,0.2765557007095039
24,student,single,secondary,no,3298,yes,no,unknown,28,may,227,1,-1,0,unknown,no,1k to 10k,20-29,Day 26-31,Never contacted,120-239s,1,9.458333333333334,113.5,0.8599745761788683
49,management,single,primary,no,548,no,no,telephone,31,jul,115,6,-1,0,unknown,no,0 to 1k,40-49,Day 26-31,Never contacted,0-119s,6-7,2.3469387755102042,16.428571428571427,0.435669939473876
48,technician,married,secondary,no,1526,no,no,cellular,6,aug,273,2,-1,0,unknown,no,1k to 10k,40-49,Day 6-10,Never contacted,240-359s,2,5.6875,91.0,1.0342425519684186
